bar,equity
755,9900.29
756,9899.56
757,9899.56
758,9899.56
759,9899.56
760,9899.56
761,9899.56
762,9899.56
763,9897.25
764,9897.25
765,9901.11
766,9901.11
767,9901.11
768,9901.11
769,9892.91
770,9892.91
771,9892.91
772,9892.91
773,9886.72
774,9885.21
775,9883.7
776,9881.14
777,9881.14
778,9881.14
779,9881.14
780,9883.41
781,9883.41
782,9883.41
783,9883.41
784,9883.41
785,9883.41
786,9883.41
787,9883.41
788,9883.41
789,9883.41
790,9883.41
791,9883.41
792,9883.41
793,9883.41
794,9880.22
795,9880.22
796,9880.22
797,9880.22
798,9875.86
799,9875.86
800,9874.35
801,9871.83
802,9870.38
803,9870.38
804,9870.38
805,9870.38
806,9870.38
807,9870.38
808,9870.38
809,9870.38
810,9870.38
811,9870.38
812,9870.38
813,9870.38
814,9870.38
815,9870.38
816,9880.15
817,9880.15
818,9880.15
819,9880.15
820,9868.03
821,9867.3
822,9864.84
823,9865.36
824,9864.6
825,9864.6
826,9864.6
827,9864.6
828,9864.6
829,9864.6
830,9864.6
831,9864.6
832,9864.6
833,9864.6
834,9864.6
835,9864.6
836,9864.6
837,9864.6
838,9864.6
839,9863.14
840,9863.14
841,9863.14
842,9860.87
843,9860.87
844,9860.87
845,9860.87
846,9860.87
847,9860.87
848,9860.87
849,9860.87
850,9859.41
851,9859.41
852,9859.41
853,9859.41
854,9859.41
855,9859.41
856,9859.41
857,9853.06
858,9853.06
859,9853.06
860,9853.06
861,9853.06
862,9853.06
863,9853.86
864,9853.86
865,9853.86
866,9853.86
867,9849.29
868,9848.57
869,9847.81
870,9847.81
871,9847.81
872,9845.84
873,9845.84
874,9847.21
875,9846.48
876,9846.48
877,9844.41
878,9844.41
879,9844.41
880,9844.41
881,9844.41
882,9844.41
883,9844.41
884,9844.41
885,9844.41
886,9844.41
887,9844.41
888,9844.41
889,9844.41
890,9844.41
891,9839.9
892,9838.15
893,9838.15
894,9838.15
895,9838.15
896,9836.44
897,9836.44
898,9836.44
899,9836.44
900,9836.44
901,9836.44
902,9836.44
903,9836.44
904,9832.18
905,9832.18
906,9832.18
907,9832.18
908,9832.18
909,9832.18
910,9832.18
911,9832.18
912,9832.18
913,9832.18
914,9832.18
915,9832.18
916,9832.18
917,9832.18
918,9832.18
919,9828.61
920,9828.61
921,9829.98
922,9827.51
923,9830.08
924,9830.08
925,9830.08
926,9830.08
927,9830.08
928,9825.58
929,9825.58
930,9825.58
931,9825.58
932,9825.58
933,9825.58
934,9825.58
935,9821.8
936,9821.8
937,9821.8
938,9826.14
939,9826.14
940,9826.14
941,9826.14
942,9823.3
943,9820.97
944,9820.97
945,9818.46
946,9811.6
947,9811.6
948,9811.6
949,9811.6
950,9811.6
951,9811.6
952,9811.6
953,9811.6
954,9811.6
955,9811.6
956,9811.6
957,9819.36
958,9819.36
959,9819.36
960,9819.36
961,9819.36
962,9819.36
963,9819.36
964,9829.77
965,9820.91
966,9818.41
967,9808.73
968,9806.32
969,9806.32
970,9806.32
971,9806.32
972,9806.32
973,9806.32
974,9806.32
975,9811.6
976,9811.6
977,9811.6
978,9811.6
979,9811.6
980,9811.6
981,9811.6
982,9811.6
983,9811.6
984,9811.6
985,9811.6
986,9813.22
987,9813.22
988,9813.22
989,9815.36
990,9807.45
991,9807.45
992,9804.02
993,9801.59
994,9801.59
995,9801.59
996,9801.59
997,9801.59
998,9801.59
999,9801.59
1000,9801.59
1001,9801.59
1002,9801.59
1003,9801.59
1004,9801.59
1005,9801.59
1006,9801.59
1007,9801.59
1008,9801.59
1009,9801.59
1010,9801.59
1011,9801.59
1012,9801.59
1013,9794.88
1014,9794.88
1015,9794.88
1016,9794.88
1017,9793.44
1018,9793.44
1019,9793.44
1020,9793.44
1021,9793.44
1022,9793.44
1023,9793.44
1024,9793.44
1025,9793.44
1026,9793.44
1027,9793.44
1028,9793.44
1029,9793.44
1030,9793.44
1031,9793.44
1032,9793.44
1033,9793.44
1034,9793.44
1035,9793.44
1036,9787.38
1037,9785.89
1038,9785.89
1039,9785.89
1040,9781.35
1041,9781.35
1042,9781.35
1043,9781.35
1044,9781.35
1045,9781.35
1046,9781.35
1047,9776.62
1048,9781.9
1049,9781.9
1050,9781.9
1051,9781.9
1052,9781.9
1053,9779.78
1054,9779.78
1055,9779.78
1056,9779.78
1057,9779.78
1058,9779.78
1059,9779.78
1060,9779.78
1061,9779.78
1062,9779.78
1063,9779.78
1064,9781.55
1065,9780.81
1066,9780.81
1067,9780.81
1068,9780.81
1069,9780.81
1070,9780.81
1071,9780.81
1072,9779.08
1073,9779.08
1074,9778.34
1075,9778.34
1076,9778.34
1077,9778.34
1078,9778.34
1079,9778.34
1080,9778.34
1081,9778.34
1082,9778.34
1083,9778.34
1084,9776.76
1085,9775.32
1086,9775.32
1087,9775.32
1088,9775.32
1089,9775.32
1090,9775.32
1091,9775.32
1092,9775.32
1093,9775.32
1094,9775.32
1095,9775.32
1096,9762.85
1097,9762.1
1098,9762.1
1099,9762.1
1100,9759.99
1101,9759.99
1102,9759.99
1103,9759.99
1104,9759.99
1105,9759.99
1106,9759.99
1107,9770.61
1108,9769.89
1109,9766.7
1110,9769.19
1111,9767.69
1112,9766.2
1113,9765.45
1114,9765.45
1115,9765.45
1116,9768.94
1117,9768.22
1118,9768.22
1119,9768.22
1120,9768.22
1121,9768.22
1122,9768.22
1123,9768.22
1124,9768.22
1125,9768.22
1126,9768.22
1127,9768.22
1128,9768.22
1129,9768.22
1130,9768.22
1131,9768.22
1132,9768.22
1133,9768.22
1134,9768.22
